Date,Open,High,Low,Close,Volume,Gaussian_Upper,Gaussian_Lower,ATR,ADX,MACD,MACD_Signal,RSI,Signal
2024-05-01,2500,2520,2480,2510,1000,,,0.0,0.0,,,,HOLD
2024-05-02,2510,2530,2490,2520,1050,,,0.0,0.0,,,,HOLD
2024-05-03,2520,2540,2500,2500,1100,,,0.0,0.0,,,,HOLD
2024-05-04,2500,2520,2480,2490,1150,,,0.0,0.0,,,,HOLD
2024-05-05,2490,2510,2470,2480,1200,,,0.0,0.0,,,,HOLD
2024-05-06,2480,2500,2460,2495,1250,,,0.0,0.0,,,,HOLD
2024-05-07,2495,2515,2475,2510,1300,,,0.0,0.0,,,,HOLD
2024-05-08,2510,2530,2490,2525,1350,,,0.0,0.0,,,,HOLD
2024-05-09,2525,2550,2500,2540,1400,,,0.0,0.0,,,,HOLD
2024-05-10,2540,2560,2520,2550,1450,2534.1359436211787,2489.8640563788213,0.0,0.0,,,,HOLD
2024-05-11,2550,2570,2530,2540,1500,2538.804761428476,2491.195238571524,0.0,0.0,,,,HOLD
2024-05-12,2540,2560,2520,2530,1550,2540.2441287279576,2491.7558712720424,0.0,0.0,,,,HOLD
2024-05-13,2530,2550,2510,2520,1600,2541.5937844922487,2494.4062155077513,0.0,0.0,,,,HOLD
2024-05-14,2520,2540,2500,2510,1650,2541.7306746840086,2498.2693253159914,40.714285714285715,0.0,,,47.13291664572744,HOLD
2024-05-15,2510,2530,2490,2500,1700,2540.287822299127,2503.712177700873,40.663265306122454,0.0,,,42.68700537404102,HOLD
2024-05-16,2500,2520,2480,2490,1750,2540.6557940175926,2502.3442059824074,40.615889212827994,0.0,,,38.75060185545177,HOLD
2024-05-17,2490,2510,2470,2500,1800,2540.562402647739,2500.437597352261,40.57189712619743,0.0,,,44.28372897850871,HOLD
2024-05-18,2500,2520,2480,2510,1850,2539.2484567313168,2498.7515432686832,40.53104733146904,0.0,,,49.22359795583649,HOLD
2024-05-19,2510,2530,2490,2520,1900,2535.885620632287,2498.114379367713,40.49311537922125,0.0,,,53.64922740858839,HOLD
2024-05-20,2520,2540,2500,2530,1950,2530.811388300842,2499.188611699158,40.45789285213402,0.0,,,57.6265568335724,HOLD
2024-05-21,2530,2550,2510,2540,2000,2530.811388300842,2499.188611699158,40.425186219838736,0.0,,,61.21104649343002,HOLD
2024-05-22,2540,2560,2520,2550,2050,2535.885620632287,2498.114379367713,40.39481577556454,0.0,,,64.44967979280315,HOLD
2024-05-23,2550,2570,2530,2560,2100,2544.309511649396,2497.690488350604,40.3666146487385,0.0,,,67.382522482665,HOLD
2024-05-24,2560,2580,2540,2570,2150,2554.5075747143705,2499.4924252856295,40.34042788811432,0.0,,,70.04394909738461,HOLD
2024-05-25,2570,2590,2550,2580,2200,2565.2765035409748,2504.7234964590252,40.31611161039187,0.0,,,72.46361667890221,HOLD
2024-05-26,2580,2600,2560,2590,2250,2575.2765035409748,2514.7234964590252,40.29353220964959,0.0,16.223309562270515,,74.66724456601438,HOLD
2024-05-27,2590,2610,2570,2600,2300,2585.2765035409748,2524.7234964590252,40.27256562324605,0.0,19.038779342993166,,76.67724390689958,HOLD
2024-05-28,2600,2620,2580,2610,2350,2595.2765035409748,2534.7234964590252,40.25309665015705,21.598519889500047,21.825386386659375,,78.5132296719442,HOLD
2024-05-29,2610,2630,2590,2620,2400,2605.2765035409748,2544.7234964590252,40.23501831800297,23.758580449273875,24.55762396917089,,80.19244002119298,HOLD
2024-05-30,2620,2640,2600,2630,2450,2615.2765035409748,2554.7234964590252,40.218231295288476,25.993885065484655,27.216127784880427,,81.7300820488947,BUY
2024-05-31,2630,2650,2610,2700,2500,2644.320510923426,2557.679489076574,40.20264334562501,28.28475623239828,34.57289142642094,,88.47471831281041,BUY
